ies_name	ies_ret	ies+	ies-
IESPGM.PTET51.1.120.38267	0.2791	12	31
IESPGM.PTET51.1.120.38419	0.4681	22	25
IESPGM.PTET51.1.120.40441	0.3793	22	36
IESPGM.PTET51.1.120.40544	0.3824	13	21
IESPGM.PTET51.1.120.40671	0.4167	10	14
IESPGM.PTET51.1.120.40795	0.2500	11	33
IESPGM.PTET51.1.120.40923	0.3750	15	25
IESPGM.PTET51.1.120.41051	0.2857	8	20
IESPGM.PTET51.1.120.41310	0.3696	17	29
IESPGM.PTET51.1.120.42093	0.3095	13	29
IESPGM.PTET51.1.120.42438	0.2973	22	52
IESPGM.PTET51.1.120.44217	0.2553	12	35
IESPGM.PTET51.1.120.45158	0.5526	21	17
IESPGM.PTET51.1.120.45421	0.4054	15	22
IESPGM.PTET51.1.120.45490	0.4468	21	26
IESPGM.PTET51.1.120.45760	0.3385	22	43
IESPGM.PTET51.1.120.46180	0.4000	36	54
IESPGM.PTET51.1.120.47349	0.4000	12	18
IESPGM.PTET51.1.120.48106	0.2651	22	61
IESPGM.PTET51.1.120.49860	0.4583	11	13
IESPGM.PTET51.1.120.49967	0.4255	20	27
IESPGM.PTET51.1.120.50804	0.1463	6	35
IESPGM.PTET51.1.120.50826	0.1538	8	44
IESPGM.PTET51.1.120.51628	0.4333	13	17
IESPGM.PTET51.1.120.51978	0.4932	36	37
IESPGM.PTET51.1.120.52697	0.3514	13	24
IESPGM.PTET51.1.120.52865	0.2581	8	23
IESPGM.PTET51.1.120.54314	0.8205	32	7
IESPGM.PTET51.1.120.54413	0.2500	6	18
IESPGM.PTET51.1.120.54540	0.3559	21	38
IESPGM.PTET51.1.120.54663	0.3860	22	35
IESPGM.PTET51.1.120.54792	0.5000	8	8
IESPGM.PTET51.1.120.54921	0.3333	7	14
IESPGM.PTET51.1.120.55179	0.6207	18	11
IESPGM.PTET51.1.120.57363	0.5000	16	16
IESPGM.PTET51.1.120.58312	0.2931	17	41
IESPGM.PTET51.1.120.58798	0.5714	16	12
IESPGM.PTET51.1.120.59258	0.4583	11	13
IESPGM.PTET51.1.120.59520	0.4194	13	18
IESPGM.PTET51.1.120.59761	0.5345	31	27
IESPGM.PTET51.1.120.59779	0.5111	23	22
IESPGM.PTET51.1.120.60880	0.4898	24	25
IESPGM.PTET51.1.120.60984	0.5373	36	31
IESPGM.PTET51.1.120.62793	0.1714	6	29
IESPGM.PTET51.1.120.64161	0.3269	17	35
IESPGM.PTET51.1.120.64280	0.3889	7	11
IESPGM.PTET51.1.120.64417	0.5385	14	12
IESPGM.PTET51.1.120.64720	0.5556	15	12
IESPGM.PTET51.1.120.64982	0.5185	14	13
IESPGM.PTET51.1.120.65357	0.3448	10	19
IESPGM.PTET51.1.120.65885	0.3171	13	28
IESPGM.PTET51.1.120.67491	0.5484	34	28
IESPGM.PTET51.1.120.70896	0.3867	29	46
IESPGM.PTET51.1.120.74532	0.5769	30	22
IESPGM.PTET51.1.120.74731	0.5116	22	21
IESPGM.PTET51.1.120.76771	0.4366	31	40
IESPGM.PTET51.1.120.77531	0.5745	27	20
IESPGM.PTET51.1.120.77566	0.6250	40	24
IESPGM.PTET51.1.120.78091	0.4043	19	28
IESPGM.PTET51.1.120.78985	0.6000	24	16
IESPGM.PTET51.1.120.79100	0.4324	16	21
IESPGM.PTET51.1.120.83463	0.3750	18	30
IESPGM.PTET51.1.120.84471	0.2453	13	40
IESPGM.PTET51.1.120.86229	0.3846	15	24
IESPGM.PTET51.1.120.86980	0.3607	22	39
IESPGM.PTET51.1.120.88471	0.3256	14	29
IESPGM.PTET51.1.120.88811	0.4318	19	25
IESPGM.PTET51.1.120.90685	0.5926	32	22
IESPGM.PTET51.1.120.92695	0.6279	27	16
IESPGM.PTET51.1.120.93798	0.4375	21	27
IESPGM.PTET51.1.120.94585	0.7143	25	10
IESPGM.PTET51.1.120.96853	0.1714	6	29
IESPGM.PTET51.1.120.97076	0.4828	14	15
IESPGM.PTET51.1.120.97117	0.5263	10	9
IESPGM.PTET51.1.120.97203	0.6667	20	10
IESPGM.PTET51.1.120.99423	0.5294	18	16
IESPGM.PTET51.1.120.99929	0.5714	16	12
IESPGM.PTET51.1.120.101332	0.2500	5	15
IESPGM.PTET51.1.120.105518	0.3226	10	21
IESPGM.PTET51.1.120.106978	0.3000	12	28
IESPGM.PTET51.1.120.107510	0.5833	35	25
IESPGM.PTET51.1.120.108642	0.4595	17	20
IESPGM.PTET51.1.120.110840	0.2308	15	50
IESPGM.PTET51.1.120.111726	0.3462	9	17
IESPGM.PTET51.1.120.111791	0.1667	5	25
IESPGM.PTET51.1.120.111820	0.1786	5	23
IESPGM.PTET51.1.120.113716	0.3913	9	14
IESPGM.PTET51.1.120.115773	0.3158	12	26
IESPGM.PTET51.1.120.115968	0.4038	21	31
IESPGM.PTET51.1.120.117271	0.3750	3	5
IESPGM.PTET51.1.120.118852	0.2857	12	30
IESPGM.PTET51.1.120.119053	0.6667	10	5
IESPGM.PTET51.1.120.122217	0.5000	21	21
IESPGM.PTET51.1.120.122665	0.2800	7	18
IESPGM.PTET51.1.120.123138	0.4400	11	14
IESPGM.PTET51.1.120.123692	0.6389	23	13
IESPGM.PTET51.1.120.124426	0.6389	23	13
IESPGM.PTET51.1.120.124635	0.2667	4	11
IESPGM.PTET51.1.120.125097	0.2400	12	38
IESPGM.PTET51.1.120.125584	0.3750	24	40
IESPGM.PTET51.1.120.125741	0.5714	12	9
IESPGM.PTET51.1.120.127354	0.3333	9	18
IESPGM.PTET51.1.120.127851	0.3810	16	26
IESPGM.PTET51.1.120.128225	0.2931	17	41
IESPGM.PTET51.1.120.129504	0.2308	12	40
IESPGM.PTET51.1.120.129798	0.4000	18	27
IESPGM.PTET51.1.120.131086	0.4138	12	17
IESPGM.PTET51.1.120.133017	0.5556	20	16
IESPGM.PTET51.1.120.133885	0.4706	8	9
IESPGM.PTET51.1.120.134634	0.6667	20	10
IESPGM.PTET51.1.120.136868	0.2373	14	45
IESPGM.PTET51.1.120.136967	0.2857	12	30
IESPGM.PTET51.1.120.137057	0.3810	8	13
IESPGM.PTET51.1.120.142380	0.8333	25	5
IESPGM.PTET51.1.120.142586	0.3333	7	14
IESPGM.PTET51.1.120.142627	0.6667	20	10
IESPGM.PTET51.1.120.143934	0.7143	10	4
IESPGM.PTET51.1.120.144372	0.4000	18	27
IESPGM.PTET51.1.120.144402	0.4576	27	32
IESPGM.PTET51.1.120.145209	0.1373	7	44
IESPGM.PTET51.1.120.146598	1.0000	33	0
IESPGM.PTET51.1.120.149428	0.4571	16	19
IESPGM.PTET51.1.120.149908	0.3200	8	17
IESPGM.PTET51.1.120.154220	0.2985	20	47
IESPGM.PTET51.1.120.154292	0.0612	3	46
IESPGM.PTET51.1.120.156369	0.3333	7	14
IESPGM.PTET51.1.120.157809	0.4091	9	13
IESPGM.PTET51.1.120.159479	0.1778	8	37
IESPGM.PTET51.1.120.159526	0.1034	3	26
IESPGM.PTET51.1.120.159785	0.2143	12	44
IESPGM.PTET51.1.120.159913	0.4167	20	28
IESPGM.PTET51.1.120.163392	0.5510	27	22
IESPGM.PTET51.1.120.164349	0.2222	2	7
IESPGM.PTET51.1.120.164571	0.3393	19	37
IESPGM.PTET51.1.120.165537	0.0769	3	36
IESPGM.PTET51.1.120.170940	0.2439	10	31
IESPGM.PTET51.1.120.176458	0.1000	5	45
IESPGM.PTET51.1.120.180460	0.3529	18	33
IESPGM.PTET51.1.120.180937	0.0690	2	27
IESPGM.PTET51.1.120.181204	0.4194	26	36
IESPGM.PTET51.1.120.182371	0.6806	49	23
IESPGM.PTET51.1.120.183212	0.4167	20	28
IESPGM.PTET51.1.120.187515	0.2222	14	49
IESPGM.PTET51.1.120.190725	0.3714	13	22
IESPGM.PTET51.1.120.191467	0.5000	19	19
IESPGM.PTET51.1.120.191555	0.3019	16	37
IESPGM.PTET51.1.120.195946	0.4000	28	42
IESPGM.PTET51.1.120.198415	0.2267	17	58
IESPGM.PTET51.1.120.199355	0.6471	33	18
IESPGM.PTET51.1.120.199758	0.8462	11	2
IESPGM.PTET51.1.120.199845	0.4118	7	10
IESPGM.PTET51.1.120.201173	0.1852	5	22
IESPGM.PTET51.1.120.209271	0.0000	0	26
IESPGM.PTET51.1.120.210160	0.4388	43	55
IESPGM.PTET51.1.120.210932	0.0000	0	10
IESPGM.PTET51.1.120.212038	0.3902	16	25
IESPGM.PTET51.1.120.212547	0.0488	2	39
IESPGM.PTET51.1.120.216256	0.2083	10	38
IESPGM.PTET51.1.120.219935	0.6585	27	14
IESPGM.PTET51.1.120.232846	0.5000	10	10
IESPGM.PTET51.1.120.234428	0.6667	16	8
IESPGM.PTET51.1.120.236329	0.3077	16	36
IESPGM.PTET51.1.120.236348	0.4590	28	33
IESPGM.PTET51.1.120.238119	0.3519	19	35
IESPGM.PTET51.1.120.239260	0.2558	11	32
IESPGM.PTET51.1.120.240849	0.4571	16	19
IESPGM.PTET51.1.120.241732	0.4000	4	6
IESPGM.PTET51.1.120.243000	0.2407	13	41
IESPGM.PTET51.1.120.244847	0.1273	7	48
IESPGM.PTET51.1.120.249495	0.3784	14	23
IESPGM.PTET51.1.120.256467	0.3871	12	19
IESPGM.PTET51.1.120.261389	1.0000	17	0
IESPGM.PTET51.1.120.261616	0.4211	8	11
IESPGM.PTET51.1.120.261737	0.2000	2	8
IESPGM.PTET51.1.120.261865	0.6176	21	13
IESPGM.PTET51.1.120.261894	0.7727	34	10
IESPGM.PTET51.1.120.262003	0.5200	13	12
IESPGM.PTET51.1.120.262129	0.5294	18	16
IESPGM.PTET51.1.120.262257	0.9032	28	3
IESPGM.PTET51.1.120.262631	0.8261	19	4
IESPGM.PTET51.1.120.263159	0.8571	18	3
IESPGM.PTET51.1.120.269561	0.8276	24	5
IESPGM.PTET51.1.120.271096	0.9286	26	2
IESPGM.PTET51.1.120.271285	0.7500	6	2
IESPGM.PTET51.1.120.274979	0.3333	2	4
IESPGM.PTET51.1.120.275732	0.8125	39	9
IESPGM.PTET51.1.120.277614	0.9333	28	2
IESPGM.PTET51.1.120.277932	0.5000	8	8
IESPGM.PTET51.1.173.6076	0.5882	20	14
IESPGM.PTET51.1.173.12820	0.2895	11	27
IESPGM.PTET51.1.173.13729	0.6053	23	15
IESPGM.PTET51.1.173.14106	0.8261	19	4
IESPGM.PTET51.1.173.15494	0.6032	38	25
IESPGM.PTET51.1.173.21562	0.3178	34	73
IESPGM.PTET51.1.173.23606	0.1224	6	43
IESPGM.PTET51.1.173.24186	0.2000	10	40
IESPGM.PTET51.1.173.24332	0.2000	7	28
IESPGM.PTET51.1.173.24733	0.3023	26	60
IESPGM.PTET51.1.173.32921	0.5000	11	11
IESPGM.PTET51.1.173.36420	0.7750	31	9
IESPGM.PTET51.1.173.38244	0.3704	30	51
IESPGM.PTET51.1.173.39102	0.4348	20	26
IESPGM.PTET51.1.173.45099	0.5476	23	19
IESPGM.PTET51.1.173.54503	0.4091	9	13
IESPGM.PTET51.1.173.54529	0.3214	9	19
IESPGM.PTET51.1.173.56148	0.3000	6	14
IESPGM.PTET51.1.173.70900	0.9259	25	2
IESPGM.PTET51.1.173.79883	0.3438	33	63
IESPGM.PTET51.1.173.83216	0.2192	16	57
IESPGM.PTET51.1.173.83587	0.1667	7	35
IESPGM.PTET51.1.173.87327	0.3077	24	54
IESPGM.PTET51.1.173.95358	0.3778	17	28
IESPGM.PTET51.1.173.96000	0.2436	19	59
IESPGM.PTET51.1.173.113484	0.3256	14	29
IESPGM.PTET51.1.173.113847	0.1628	7	36
IESPGM.PTET51.1.173.121186	0.3735	31	52
IESPGM.PTET51.1.173.125214	0.3714	13	22
IESPGM.PTET51.1.173.127043	0.5167	31	29
IESPGM.PTET51.1.173.131014	0.4667	14	16
IESPGM.PTET51.1.173.139752	0.5469	35	29
IESPGM.PTET51.1.107.952	0.7857	11	3
IESPGM.PTET51.1.107.3698	0.5897	23	16
IESPGM.PTET51.1.107.3814	0.3704	10	17
IESPGM.PTET51.1.107.4094	0.6452	20	11
IESPGM.PTET51.1.107.4221	0.8000	12	3
IESPGM.PTET51.1.107.5377	0.8276	24	5
IESPGM.PTET51.1.107.5393	0.7879	26	7
IESPGM.PTET51.1.107.5547	0.5357	15	13
IESPGM.PTET51.1.107.5903	0.8421	32	6
IESPGM.PTET51.1.107.6186	0.5417	26	22
IESPGM.PTET51.1.107.6831	0.4571	16	19
IESPGM.PTET51.1.107.11635	0.5000	16	16
IESPGM.PTET51.1.107.13314	0.5172	30	28
IESPGM.PTET51.1.107.13586	0.2941	10	24
IESPGM.PTET51.1.107.14149	0.5085	30	29
IESPGM.PTET51.1.107.16126	0.3684	14	24
IESPGM.PTET51.1.107.21321	0.0816	4	45
IESPGM.PTET51.1.107.21880	0.3810	16	26
IESPGM.PTET51.1.107.22392	0.2449	12	37
IESPGM.PTET51.1.107.26221	0.5000	13	13
IESPGM.PTET51.1.107.30446	0.4000	16	24
IESPGM.PTET51.1.107.31407	0.5455	18	15
IESPGM.PTET51.1.107.32729	1.0000	26	0
IESPGM.PTET51.1.107.33544	0.4769	31	34
IESPGM.PTET51.1.107.34672	0.5455	36	30
IESPGM.PTET51.1.107.35448	0.8333	10	2
IESPGM.PTET51.1.107.36807	0.3261	15	31
IESPGM.PTET51.1.107.36891	0.3929	11	17
IESPGM.PTET51.1.107.38110	0.5000	36	36
IESPGM.PTET51.1.107.40722	0.5000	17	17
IESPGM.PTET51.1.107.41323	0.6905	29	13
IESPGM.PTET51.1.107.41911	0.4062	26	38
IESPGM.PTET51.1.107.43916	0.6286	22	13
IESPGM.PTET51.1.107.44844	0.4667	28	32
IESPGM.PTET51.1.107.45245	0.6333	19	11
IESPGM.PTET51.1.107.45356	0.2830	15	38
IESPGM.PTET51.1.107.45559	0.3611	13	23
IESPGM.PTET51.1.107.47368	0.2222	8	28
IESPGM.PTET51.1.107.49641	0.2727	12	32
IESPGM.PTET51.1.107.49798	0.3103	9	20
IESPGM.PTET51.1.107.51477	0.5714	36	27
IESPGM.PTET51.1.107.51876	0.3191	15	32
IESPGM.PTET51.1.107.52828	0.2826	13	33
IESPGM.PTET51.1.107.53562	0.2292	11	37
IESPGM.PTET51.1.107.53789	0.4000	24	36
IESPGM.PTET51.1.107.54838	0.2222	20	70
IESPGM.PTET51.1.107.55059	0.3617	17	30
IESPGM.PTET51.1.107.58409	0.3810	16	26
IESPGM.PTET51.1.107.59034	0.4571	32	38
IESPGM.PTET51.1.107.59674	0.4800	12	13
IESPGM.PTET51.1.107.60604	0.3600	9	16
IESPGM.PTET51.1.107.61547	0.6842	13	6
IESPGM.PTET51.1.107.62297	0.6721	41	20
IESPGM.PTET51.1.107.63869	0.5000	16	16
IESPGM.PTET51.1.107.64674	0.5556	5	4
IESPGM.PTET51.1.107.66151	0.2941	10	24
IESPGM.PTET51.1.107.66527	0.5405	20	17
IESPGM.PTET51.1.107.66696	0.2917	7	17
IESPGM.PTET51.1.107.66952	0.6800	17	8
IESPGM.PTET51.1.107.67823	0.5714	24	18
IESPGM.PTET51.1.107.68046	0.1842	7	31
IESPGM.PTET51.1.107.68104	0.2308	9	30
IESPGM.PTET51.1.107.68291	0.4222	19	26
IESPGM.PTET51.1.107.69611	0.0667	1	14
IESPGM.PTET51.1.107.70819	0.1239	14	99
IESPGM.PTET51.1.107.71589	0.1702	16	78
IESPGM.PTET51.1.107.72200	0.1944	7	29
IESPGM.PTET51.1.107.72906	0.7547	40	13
IESPGM.PTET51.1.107.75532	0.2143	15	55
IESPGM.PTET51.1.107.75767	0.7556	34	11
IESPGM.PTET51.1.107.75875	0.3636	32	56
IESPGM.PTET51.1.107.78785	0.4762	20	22
IESPGM.PTET51.1.107.79106	0.5652	13	10
IESPGM.PTET51.1.107.80193	0.5932	35	24
IESPGM.PTET51.1.107.81035	0.3137	16	35
IESPGM.PTET51.1.107.83488	0.7436	29	10
IESPGM.PTET51.1.107.83724	0.5000	21	21
IESPGM.PTET51.1.107.84305	0.3030	10	23
IESPGM.PTET51.1.107.84405	0.2286	8	27
IESPGM.PTET51.1.107.84425	0.3023	13	30
IESPGM.PTET51.1.107.84854	0.1857	13	57
IESPGM.PTET51.1.107.84866	0.1639	10	51
IESPGM.PTET51.1.107.85118	0.0000	0	22
IESPGM.PTET51.1.107.85163	0.0882	3	31
IESPGM.PTET51.1.107.85349	0.4737	18	20
IESPGM.PTET51.1.107.87014	0.2609	6	17
IESPGM.PTET51.1.107.87555	0.1786	10	46
IESPGM.PTET51.1.107.87967	0.2121	7	26
IESPGM.PTET51.1.107.88558	0.7500	18	6
IESPGM.PTET51.1.107.89399	0.6364	14	8
IESPGM.PTET51.1.107.89902	0.4146	17	24
IESPGM.PTET51.1.107.95638	0.1915	9	38
IESPGM.PTET51.1.107.97981	0.0896	6	61
IESPGM.PTET51.1.107.100122	0.0588	2	32
IESPGM.PTET51.1.107.100897	0.4651	20	23
IESPGM.PTET51.1.107.101486	0.3269	17	35
IESPGM.PTET51.1.107.101770	0.0000	0	30
IESPGM.PTET51.1.107.102985	0.2955	13	31
IESPGM.PTET51.1.107.103028	0.2222	8	28
IESPGM.PTET51.1.107.103432	0.2917	7	17
IESPGM.PTET51.1.107.104059	0.3562	26	47
IESPGM.PTET51.1.107.107693	0.2692	7	19
IESPGM.PTET51.1.107.108573	0.2783	32	83
IESPGM.PTET51.1.107.110237	0.2381	20	64
IESPGM.PTET51.1.107.111776	0.2667	24	66
IESPGM.PTET51.1.107.113297	0.2258	7	24
IESPGM.PTET51.1.107.113620	0.3077	12	27
IESPGM.PTET51.1.107.114840	0.0364	2	53
IESPGM.PTET51.1.107.116904	0.2078	16	61
IESPGM.PTET51.1.107.117243	0.3966	46	70
IESPGM.PTET51.1.107.117431	0.4426	27	34
IESPGM.PTET51.1.107.119028	0.3333	8	16
IESPGM.PTET51.1.107.120103	0.4242	14	19
IESPGM.PTET51.1.107.122134	0.5556	15	12
IESPGM.PTET51.1.107.122362	0.6364	21	12
IESPGM.PTET51.1.107.122461	0.1000	2	18
IESPGM.PTET51.1.107.122649	0.1538	2	11
IESPGM.PTET51.1.107.122845	0.3409	15	29
IESPGM.PTET51.1.107.123734	0.5510	27	22
IESPGM.PTET51.1.107.124729	0.2000	10	40
IESPGM.PTET51.1.107.125198	0.5400	27	23
IESPGM.PTET51.1.107.129665	0.4583	11	13
IESPGM.PTET51.1.107.129800	0.3333	10	20
IESPGM.PTET51.1.107.131107	0.1471	5	29
IESPGM.PTET51.1.107.131509	0.2333	21	69
IESPGM.PTET51.1.107.131580	0.2319	16	53
IESPGM.PTET51.1.107.132405	0.4444	24	30
IESPGM.PTET51.1.107.135481	0.5000	33	33
IESPGM.PTET51.1.107.136343	0.2258	7	24
IESPGM.PTET51.1.107.136685	0.4565	21	25
IESPGM.PTET51.1.107.139119	0.3165	25	54
IESPGM.PTET51.1.107.140416	0.1912	13	55
IESPGM.PTET51.1.107.142417	0.4571	16	19
IESPGM.PTET51.1.107.143453	0.4545	15	18
IESPGM.PTET51.1.107.144018	0.1220	5	36
IESPGM.PTET51.1.107.144478	0.4000	18	27
IESPGM.PTET51.1.107.146998	0.1579	6	32
IESPGM.PTET51.1.107.147543	0.5000	17	17
IESPGM.PTET51.1.107.147589	0.3333	9	18
IESPGM.PTET51.1.107.148026	0.5517	16	13
IESPGM.PTET51.1.107.149168	0.5588	19	15
IESPGM.PTET51.1.107.150293	0.3000	12	28
IESPGM.PTET51.1.107.151304	0.6875	33	15
IESPGM.PTET51.1.107.151699	0.3077	16	36
IESPGM.PTET51.1.107.151860	0.4200	21	29
IESPGM.PTET51.1.107.153545	0.2500	13	39
IESPGM.PTET51.1.107.154117	0.3273	18	37
IESPGM.PTET51.1.107.155277	0.1379	12	75
IESPGM.PTET51.1.107.156184	0.5882	20	14
IESPGM.PTET51.1.107.157828	0.3538	23	42
IESPGM.PTET51.1.107.158422	0.5429	19	16
IESPGM.PTET51.1.107.160616	0.6429	9	5
IESPGM.PTET51.1.107.165035	0.3962	21	32
IESPGM.PTET51.1.107.165687	0.1786	5	23
IESPGM.PTET51.1.107.166441	0.2609	6	17
IESPGM.PTET51.1.107.167589	0.2683	11	30
IESPGM.PTET51.1.107.169486	0.3333	14	28
IESPGM.PTET51.1.107.174431	0.0690	2	27
IESPGM.PTET51.1.107.179568	0.4286	24	32
IESPGM.PTET51.1.107.180096	0.2069	6	23
IESPGM.PTET51.1.107.184286	0.1972	14	57
IESPGM.PTET51.1.107.184412	0.4808	25	27
IESPGM.PTET51.1.107.186057	0.1944	7	29
IESPGM.PTET51.1.107.186244	0.2353	12	39
IESPGM.PTET51.1.107.186598	0.2769	18	47
IESPGM.PTET51.1.107.187379	0.4423	23	29
IESPGM.PTET51.1.107.191879	0.2439	10	31
IESPGM.PTET51.1.107.191903	0.1020	5	44
IESPGM.PTET51.1.107.192336	0.5714	12	9
IESPGM.PTET51.1.107.194357	0.4750	19	21
IESPGM.PTET51.1.107.194841	0.1475	9	52
IESPGM.PTET51.1.107.195692	0.4400	22	28
IESPGM.PTET51.1.107.197801	0.4286	15	20
IESPGM.PTET51.1.107.197823	0.2759	8	21
IESPGM.PTET51.1.107.198220	0.3469	17	32
IESPGM.PTET51.1.107.198399	0.5938	19	13
IESPGM.PTET51.1.107.199227	0.1724	10	48
IESPGM.PTET51.1.107.203203	0.3548	11	20
IESPGM.PTET51.1.107.205290	0.4091	36	52
IESPGM.PTET51.1.107.205489	0.4091	18	26
IESPGM.PTET51.1.107.205530	0.2143	3	11
IESPGM.PTET51.1.107.205853	0.4412	15	19
IESPGM.PTET51.1.107.208712	0.6316	12	7
IESPGM.PTET51.1.107.215260	0.3226	10	21
IESPGM.PTET51.1.107.216987	0.1429	3	18
IESPGM.PTET51.1.107.222166	0.4828	14	15
IESPGM.PTET51.1.107.224314	0.3000	3	7
IESPGM.PTET51.1.107.231673	0.4333	26	34
IESPGM.PTET51.1.107.233427	0.2500	14	42
IESPGM.PTET51.1.107.235654	0.4400	22	28
IESPGM.PTET51.1.107.239103	0.3023	13	30
IESPGM.PTET51.1.107.242571	0.3333	11	22
IESPGM.PTET51.1.107.245060	0.2895	22	54
IESPGM.PTET51.1.107.246639	0.3810	8	13
IESPGM.PTET51.1.107.250566	0.6667	8	4
IESPGM.PTET51.1.107.250739	0.3333	6	12
IESPGM.PTET51.1.107.264302	0.3429	12	23
IESPGM.PTET51.1.107.272848	0.2439	10	31
IESPGM.PTET51.1.107.273263	0.2540	16	47
IESPGM.PTET51.1.107.276259	0.3056	22	50
IESPGM.PTET51.1.107.276574	0.1163	10	76
IESPGM.PTET51.1.107.278317	0.6744	29	14
IESPGM.PTET51.1.107.280917	0.4600	23	27
IESPGM.PTET51.1.107.284601	0.3478	24	45
IESPGM.PTET51.1.107.287278	0.3846	25	40
IESPGM.PTET51.1.107.288635	0.5510	27	22
IESPGM.PTET51.1.107.293085	0.7059	24	10
IESPGM.PTET51.1.107.296968	0.8529	29	5
IESPGM.PTET51.1.107.297094	0.7778	35	10
IESPGM.PTET51.1.107.297145	1.0000	31	0
IESPGM.PTET51.1.107.297869	0.6400	16	9
IESPGM.PTET51.1.107.298932	0.3947	15	23
IESPGM.PTET51.1.107.299020	0.3750	9	15
IESPGM.PTET51.1.107.299193	0.4062	13	19
IESPGM.PTET51.1.107.299823	0.3478	16	30
IESPGM.PTET51.1.107.300116	0.3846	10	16
IESPGM.PTET51.1.107.300834	0.4444	16	20
IESPGM.PTET51.1.107.300967	0.3714	13	22
IESPGM.PTET51.1.644.1082	1.0000	13	0
IESPGM.PTET51.1.644.1348	0.8636	19	3
IESPGM.PTET51.1.341.972	0.2000	3	12
IESPGM.PTET51.1.341.4236	0.8000	16	4
IESPGM.PTET51.1.341.5299	0.8235	28	6
IESPGM.PTET51.1.341.5375	0.8780	36	5
IESPGM.PTET51.1.341.5616	0.8889	16	2
IESPGM.PTET51.1.341.5940	0.9444	17	1
IESPGM.PTET51.1.341.6090	0.0000	0	11
IESPGM.PTET51.1.341.6131	1.0000	6	0
IESPGM.PTET51.1.341.6512	0.8421	16	3
IESPGM.PTET51.1.341.6539	0.6875	11	5
IESPGM.PTET51.1.341.6590	0.5833	7	5
IESPGM.PTET51.1.341.6646	0.9091	20	2
IESPGM.PTET51.1.341.6750	0.9000	18	2
IESPGM.PTET51.1.516.314	0.9500	38	2
IESPGM.PTET51.1.291.2444	1.0000	8	0
IESPGM.PTET51.1.291.5456	0.8571	12	2
IESPGM.PTET51.1.242.10735	0.4286	9	12
IESPGM.PTET51.1.671.1812	0.0714	1	13
IESPGM.PTET51.1.671.1831	0.2500	5	15
IESPGM.PTET51.1.538.1312	1.0000	12	0
IESPGM.PTET51.1.393.1631	0.7407	20	7
IESPGM.PTET51.1.393.2321	0.3636	8	14
IESPGM.PTET51.1.393.5091	0.3235	11	23
IESPGM.PTET51.1.598.2145	1.0000	16	0
IESPGM.PTET51.1.282.598	0.8947	17	2
IESPGM.PTET51.1.282.925	0.2500	6	18
IESPGM.PTET51.1.282.2110	1.0000	12	0
IESPGM.PTET51.1.282.2290	0.4286	6	8
IESPGM.PTET51.1.282.2396	0.2857	6	15
IESPGM.PTET51.1.282.2705	0.8710	27	4
IESPGM.PTET51.1.282.4238	0.6522	15	8
IESPGM.PTET51.1.282.4746	0.7667	23	7
IESPGM.PTET51.1.282.4804	0.7778	28	8
IESPGM.PTET51.1.282.4994	0.7188	23	9
IESPGM.PTET51.1.282.5330	0.7826	18	5
IESPGM.PTET51.1.282.5598	1.0000	8	0
IESPGM.PTET51.1.282.6152	0.8571	12	2
IESPGM.PTET51.1.282.6720	0.0000	0	1
IESPGM.PTET51.1.282.6829	1.0000	2	0
IESPGM.PTET51.1.282.7667	1.0000	13	0
IESPGM.PTET51.1.282.7867	1.0000	17	0
IESPGM.PTET51.1.282.9515	1.0000	20	0
IESPGM.PTET51.1.339.6362	0.7143	10	4
IESPGM.PTET51.1.370.210	0.6364	7	4
IESPGM.PTET51.1.370.340	0.7273	24	9
IESPGM.PTET51.1.370.469	1.0000	30	0
IESPGM.PTET51.1.370.599	0.6667	12	6
IESPGM.PTET51.1.370.729	0.3333	3	6
IESPGM.PTET51.1.370.856	0.5333	8	7
IESPGM.PTET51.1.370.987	0.7143	5	2
IESPGM.PTET51.1.370.1117	0.4583	11	13
IESPGM.PTET51.1.370.1364	0.6667	20	10
IESPGM.PTET51.1.370.1495	0.5000	2	2
IESPGM.PTET51.1.370.1751	0.6190	13	8
IESPGM.PTET51.1.370.2724	0.6667	4	2
IESPGM.PTET51.1.370.5784	0.5000	12	12
IESPGM.PTET51.1.370.6450	0.9333	14	1
IESPGM.PTET51.1.46.1514	0.2000	8	32
IESPGM.PTET51.1.46.6922	0.3091	17	38
IESPGM.PTET51.1.46.11272	0.5000	12	12
IESPGM.PTET51.1.46.14913	0.3226	10	21
IESPGM.PTET51.1.46.14933	0.4524	19	23
IESPGM.PTET51.1.46.16921	0.1731	9	43
IESPGM.PTET51.1.46.21350	0.3143	11	24
IESPGM.PTET51.1.46.26007	0.1875	9	39
IESPGM.PTET51.1.46.27945	0.2419	15	47
IESPGM.PTET51.1.46.31455	0.6098	25	16
IESPGM.PTET51.1.46.35702	0.4359	17	22
IESPGM.PTET51.1.46.37878	0.5263	30	27
IESPGM.PTET51.1.46.38165	0.3750	9	15
IESPGM.PTET51.1.46.39351	0.2836	19	48
IESPGM.PTET51.1.46.40454	0.4783	33	36
IESPGM.PTET51.1.46.45330	0.3878	19	30
IESPGM.PTET51.1.46.46676	0.1509	8	45
IESPGM.PTET51.1.46.53204	0.4000	42	63
IESPGM.PTET51.1.46.56837	0.2188	14	50
IESPGM.PTET51.1.46.58859	0.3529	12	22
IESPGM.PTET51.1.46.59974	0.1111	1	8
